Misclassified Node Information
--------------------------------------------------
Node Index      True Label                Predicted Label          
2935            SUBJECT_PROCESS           FILE_OBJECT_DIR          
2938            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
2939            MemoryObject              FILE_OBJECT_DIR          
2940            MemoryObject              FILE_OBJECT_DIR          
2941            MemoryObject              FILE_OBJECT_DIR          
2942            MemoryObject              FILE_OBJECT_DIR          
2944            MemoryObject              FILE_OBJECT_DIR          
2945            MemoryObject              FILE_OBJECT_DIR          
2946            MemoryObject              FILE_OBJECT_DIR          
2951            MemoryObject              FILE_OBJECT_DIR          
2952            MemoryObject              FILE_OBJECT_DIR          
2953            MemoryObject              FILE_OBJECT_DIR          
2958            MemoryObject              FILE_OBJECT_DIR          
2969            SUBJECT_PROCESS           FILE_OBJECT_DIR          
2971            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
2983            FILE_OBJECT_FILE          SUBJECT_PROCESS          
2997            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3063            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3078            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3082            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3173            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3264            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3355            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3388            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3409            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3420            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
3421            SUBJECT_PROCESS           FILE_OBJECT_DIR          
3423            FILE_OBJECT_FILE          SUBJECT_PROCESS          
3437            UnnamedPipeObject         SUBJECT_PROCESS          
3440            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3443            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3499            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3503            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3521            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3525            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3546            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3547            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3549            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3551            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
3590            FILE_OBJECT_FILE          SUBJECT_PROCESS          
3601            SUBJECT_PROCESS           MemoryObject             
3604            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3616            SUBJECT_PROCESS           MemoryObject             
3619            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3646            SUBJECT_PROCESS           MemoryObject             
3649            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
3650            MemoryObject              FILE_OBJECT_DIR          
3651            MemoryObject              FILE_OBJECT_DIR          
3652            MemoryObject              FILE_OBJECT_DIR          
3653            MemoryObject              FILE_OBJECT_DIR          
3654            MemoryObject              FILE_OBJECT_DIR          
3655            MemoryObject              FILE_OBJECT_DIR          
3656            MemoryObject              FILE_OBJECT_DIR          
3657            MemoryObject              FILE_OBJECT_DIR          
3658            MemoryObject              FILE_OBJECT_DIR          
3659            MemoryObject              FILE_OBJECT_DIR          
3660            MemoryObject              FILE_OBJECT_DIR          
3661            SUBJECT_PROCESS           FILE_OBJECT_DIR          
3663            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
3675            FILE_OBJECT_FILE          UnnamedPipeObject        
3747            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3838            SUBJECT_PROCESS           FILE_OBJECT_FILE         
3929            SUBJECT_PROCESS           FILE_OBJECT_FILE         
4020            SUBJECT_PROCESS           FILE_OBJECT_FILE         
4111            SUBJECT_PROCESS           FILE_OBJECT_FILE         
4164            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4165            MemoryObject              FILE_OBJECT_DIR          
4166            MemoryObject              FILE_OBJECT_DIR          
4167            MemoryObject              FILE_OBJECT_DIR          
4168            MemoryObject              FILE_OBJECT_DIR          
4169            MemoryObject              FILE_OBJECT_DIR          
4170            MemoryObject              FILE_OBJECT_DIR          
4171            MemoryObject              FILE_OBJECT_DIR          
4172            MemoryObject              FILE_OBJECT_DIR          
4173            MemoryObject              FILE_OBJECT_DIR          
4174            MemoryObject              FILE_OBJECT_DIR          
4175            MemoryObject              FILE_OBJECT_DIR          
4177            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4188            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4202            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4205            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4206            MemoryObject              FILE_OBJECT_DIR          
4207            MemoryObject              FILE_OBJECT_DIR          
4208            MemoryObject              FILE_OBJECT_DIR          
4209            MemoryObject              FILE_OBJECT_DIR          
4210            MemoryObject              FILE_OBJECT_DIR          
4211            MemoryObject              FILE_OBJECT_DIR          
4212            MemoryObject              FILE_OBJECT_DIR          
4213            MemoryObject              FILE_OBJECT_DIR          
4214            MemoryObject              FILE_OBJECT_DIR          
4215            MemoryObject              FILE_OBJECT_DIR          
4216            SUBJECT_PROCESS           FILE_OBJECT_DIR          
4218            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4230            FILE_OBJECT_FILE          SUBJECT_PROCESS          
4241            SUBJECT_PROCESS           MemoryObject             
4275            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4277            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4301            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4316            SUBJECT_PROCESS           MemoryObject             
4330            SUBJECT_PROCESS           MemoryObject             
4342            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4343            SUBJECT_PROCESS           FILE_OBJECT_DIR          
4345            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4357            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4358            MemoryObject              FILE_OBJECT_DIR          
4359            MemoryObject              FILE_OBJECT_DIR          
4360            MemoryObject              FILE_OBJECT_DIR          
4361            MemoryObject              FILE_OBJECT_DIR          
4362            MemoryObject              FILE_OBJECT_DIR          
4363            MemoryObject              FILE_OBJECT_DIR          
4364            MemoryObject              FILE_OBJECT_DIR          
4365            MemoryObject              FILE_OBJECT_DIR          
4366            MemoryObject              FILE_OBJECT_DIR          
4367            MemoryObject              FILE_OBJECT_DIR          
4371            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4375            SUBJECT_PROCESS           MemoryObject             
4381            SRCSINK_UNKNOWN           MemoryObject             
4382            FILE_OBJECT_CHAR          MemoryObject             
4383            FILE_OBJECT_CHAR          FILE_OBJECT_DIR          
4386            SRCSINK_UNKNOWN           MemoryObject             
4388            SRCSINK_UNKNOWN           MemoryObject             
4391            FILE_OBJECT_CHAR          MemoryObject             
4394            SRCSINK_UNKNOWN           MemoryObject             
4395            SRCSINK_UNKNOWN           MemoryObject             
4396            SRCSINK_UNKNOWN           MemoryObject             
4397            SRCSINK_UNKNOWN           MemoryObject             
4398            SRCSINK_UNKNOWN           MemoryObject             
4408            SRCSINK_UNKNOWN           MemoryObject             
4413            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4434            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4463            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4495            FILE_OBJECT_DIR           MemoryObject             
4498            FILE_OBJECT_DIR           MemoryObject             
4503            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4552            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4554            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4606            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
4798            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4799            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4800            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4801            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4802            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4803            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4804            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
4826            FILE_OBJECT_FILE          SUBJECT_PROCESS          
4837            SUBJECT_PROCESS           MemoryObject             
4840            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4841            MemoryObject              FILE_OBJECT_DIR          
4842            MemoryObject              FILE_OBJECT_DIR          
4843            MemoryObject              FILE_OBJECT_DIR          
4844            MemoryObject              FILE_OBJECT_DIR          
4845            MemoryObject              FILE_OBJECT_DIR          
4846            MemoryObject              FILE_OBJECT_DIR          
4847            MemoryObject              FILE_OBJECT_DIR          
4848            MemoryObject              FILE_OBJECT_DIR          
4849            MemoryObject              FILE_OBJECT_DIR          
4850            MemoryObject              FILE_OBJECT_DIR          
4851            MemoryObject              FILE_OBJECT_DIR          
4852            MemoryObject              FILE_OBJECT_DIR          
4858            MemoryObject              FILE_OBJECT_DIR          
4859            MemoryObject              FILE_OBJECT_DIR          
4860            MemoryObject              FILE_OBJECT_DIR          
4861            MemoryObject              FILE_OBJECT_DIR          
4862            MemoryObject              FILE_OBJECT_DIR          
4863            MemoryObject              FILE_OBJECT_DIR          
4864            MemoryObject              FILE_OBJECT_DIR          
4865            MemoryObject              FILE_OBJECT_DIR          
4866            MemoryObject              FILE_OBJECT_DIR          
4867            MemoryObject              FILE_OBJECT_DIR          
4868            MemoryObject              FILE_OBJECT_DIR          
4869            MemoryObject              FILE_OBJECT_DIR          
4874            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
4875            MemoryObject              FILE_OBJECT_DIR          
4876            MemoryObject              FILE_OBJECT_DIR          
4877            MemoryObject              FILE_OBJECT_DIR          
4878            MemoryObject              FILE_OBJECT_DIR          
4879            MemoryObject              FILE_OBJECT_DIR          
4880            MemoryObject              FILE_OBJECT_DIR          
4881            MemoryObject              FILE_OBJECT_DIR          
4882            MemoryObject              FILE_OBJECT_DIR          
4883            MemoryObject              FILE_OBJECT_DIR          
4884            MemoryObject              FILE_OBJECT_DIR          
4885            MemoryObject              FILE_OBJECT_DIR          
4886            MemoryObject              FILE_OBJECT_DIR          
5182            SRCSINK_UNKNOWN           SUBJECT_PROCESS          
5313            UnnamedPipeObject         SUBJECT_PROCESS          
5315            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
5351            UnnamedPipeObject         SUBJECT_PROCESS          
5388            FILE_OBJECT_DIR           SUBJECT_PROCESS          
5470            FILE_OBJECT_FILE          FILE_OBJECT_DIR          
5498            UnnamedPipeObject         SUBJECT_PROCESS          
5591            UnnamedPipeObject         SUBJECT_PROCESS          
5643            UnnamedPipeObject         SUBJECT_PROCESS          
5645            MemoryObject              FILE_OBJECT_DIR          
5646            MemoryObject              FILE_OBJECT_DIR          
5647            MemoryObject              FILE_OBJECT_DIR          
5648            MemoryObject              FILE_OBJECT_DIR          
5649            MemoryObject              FILE_OBJECT_DIR          
5650            MemoryObject              FILE_OBJECT_DIR          
5651            MemoryObject              FILE_OBJECT_DIR          
5652            MemoryObject              FILE_OBJECT_DIR          
5653            MemoryObject              FILE_OBJECT_DIR          
5654            MemoryObject              FILE_OBJECT_DIR          
5655            MemoryObject              FILE_OBJECT_DIR          
5766            UnnamedPipeObject         SUBJECT_PROCESS          
5768            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
5806            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
5808            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
5810            FILE_OBJECT_DIR           FILE_OBJECT_FILE         
6333            UnnamedPipeObject         SUBJECT_PROCESS          
6335            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
6446            UnnamedPipeObject         SUBJECT_PROCESS          
6448            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
6467            FILE_OBJECT_CHAR          MemoryObject             
6474            FILE_OBJECT_UNIX_SOCKET   MemoryObject             
6476            SRCSINK_UNKNOWN           MemoryObject             
6477            SRCSINK_UNKNOWN           MemoryObject             
6478            SRCSINK_UNKNOWN           MemoryObject             
6479            SRCSINK_UNKNOWN           MemoryObject             
6480            SRCSINK_UNKNOWN           MemoryObject             
6481            SRCSINK_UNKNOWN           MemoryObject             
6491            SRCSINK_UNKNOWN           MemoryObject             
6588            SRCSINK_UNKNOWN           SUBJECT_PROCESS          
6667            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
6668            SUBJECT_PROCESS           SRCSINK_UNKNOWN          
6676            FILE_OBJECT_FILE          MemoryObject             
6680            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
6692            FILE_OBJECT_FILE          MemoryObject             
6696            FILE_OBJECT_FILE          MemoryObject             
6702            FILE_OBJECT_FILE          MemoryObject             
6709            FILE_OBJECT_FILE          MemoryObject             
6718            FILE_OBJECT_FILE          MemoryObject             
6722            FILE_OBJECT_FILE          MemoryObject             
6747            FILE_OBJECT_FILE          SRCSINK_UNKNOWN          
6748            FILE_OBJECT_UNIX_SOCKET   MemoryObject             
6749            FILE_OBJECT_FILE          MemoryObject             
6918            SRCSINK_UNKNOWN           SUBJECT_PROCESS          
67540           FILE_OBJECT_CHAR          NetFlowObject            
68091           SRCSINK_UNKNOWN           SUBJECT_PROCESS          
68139           SRCSINK_UNKNOWN           SUBJECT_PROCESS          
68587           SUBJECT_PROCESS           SRCSINK_UNKNOWN          
68588           FILE_OBJECT_FILE          NetFlowObject            
68710           FILE_OBJECT_DIR           MemoryObject             
68712           NetFlowObject             FILE_OBJECT_FILE         
68713           NetFlowObject             FILE_OBJECT_FILE         
68714           NetFlowObject             FILE_OBJECT_FILE         
68729           SRCSINK_UNKNOWN           MemoryObject             
68730           SUBJECT_PROCESS           MemoryObject             
68739           SRCSINK_UNKNOWN           MemoryObject             
68740           SRCSINK_UNKNOWN           MemoryObject             
68757           NetFlowObject             FILE_OBJECT_FILE         
68758           NetFlowObject             FILE_OBJECT_FILE         
68759           NetFlowObject             FILE_OBJECT_FILE         
68863           SRCSINK_UNKNOWN           MemoryObject             
68869           SRCSINK_UNKNOWN           MemoryObject             
68870           SRCSINK_UNKNOWN           MemoryObject             
68871           SRCSINK_UNKNOWN           MemoryObject             
68872           SRCSINK_UNKNOWN           MemoryObject             
68873           SRCSINK_UNKNOWN           MemoryObject             
68874           SRCSINK_UNKNOWN           MemoryObject             
68884           SRCSINK_UNKNOWN           MemoryObject             
68936           SUBJECT_PROCESS           MemoryObject             
68954           MemoryObject              FILE_OBJECT_DIR          
68955           MemoryObject              FILE_OBJECT_DIR          
68956           MemoryObject              FILE_OBJECT_DIR          
68957           MemoryObject              FILE_OBJECT_DIR          
68958           MemoryObject              FILE_OBJECT_DIR          
68959           MemoryObject              FILE_OBJECT_DIR          
68960           MemoryObject              FILE_OBJECT_DIR          
68961           MemoryObject              FILE_OBJECT_DIR          
68962           MemoryObject              FILE_OBJECT_DIR          
68963           MemoryObject              FILE_OBJECT_DIR          
68964           FILE_OBJECT_FILE          FILE_OBJECT_DIR          
68966           SUBJECT_PROCESS           FILE_OBJECT_DIR          
68985           MemoryObject              FILE_OBJECT_DIR          
68987           MemoryObject              FILE_OBJECT_DIR          
68989           MemoryObject              FILE_OBJECT_DIR          
68991           MemoryObject              FILE_OBJECT_DIR          
68992           MemoryObject              FILE_OBJECT_DIR          
68993           MemoryObject              FILE_OBJECT_DIR          
68994           MemoryObject              FILE_OBJECT_DIR          
68995           MemoryObject              FILE_OBJECT_DIR          
68996           MemoryObject              FILE_OBJECT_DIR          
68997           MemoryObject              FILE_OBJECT_DIR          
68998           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69010           SUBJECT_PROCESS           MemoryObject             
69013           MemoryObject              FILE_OBJECT_DIR          
69014           MemoryObject              FILE_OBJECT_DIR          
69015           MemoryObject              FILE_OBJECT_DIR          
69016           MemoryObject              FILE_OBJECT_DIR          
69017           MemoryObject              FILE_OBJECT_DIR          
69018           MemoryObject              FILE_OBJECT_DIR          
69019           MemoryObject              FILE_OBJECT_DIR          
69020           MemoryObject              FILE_OBJECT_DIR          
69021           MemoryObject              FILE_OBJECT_DIR          
69022           MemoryObject              FILE_OBJECT_DIR          
69023           MemoryObject              FILE_OBJECT_DIR          
69024           SUBJECT_PROCESS           MemoryObject             
69027           MemoryObject              FILE_OBJECT_DIR          
69028           MemoryObject              FILE_OBJECT_DIR          
69029           MemoryObject              FILE_OBJECT_DIR          
69030           MemoryObject              FILE_OBJECT_DIR          
69031           MemoryObject              FILE_OBJECT_DIR          
69032           MemoryObject              FILE_OBJECT_DIR          
69033           MemoryObject              FILE_OBJECT_DIR          
69034           MemoryObject              FILE_OBJECT_DIR          
69035           MemoryObject              FILE_OBJECT_DIR          
69036           MemoryObject              FILE_OBJECT_DIR          
69037           MemoryObject              FILE_OBJECT_DIR          
69038           SUBJECT_PROCESS           MemoryObject             
69041           MemoryObject              FILE_OBJECT_DIR          
69042           MemoryObject              FILE_OBJECT_DIR          
69043           MemoryObject              FILE_OBJECT_DIR          
69044           MemoryObject              FILE_OBJECT_DIR          
69045           MemoryObject              FILE_OBJECT_DIR          
69046           MemoryObject              FILE_OBJECT_DIR          
69047           MemoryObject              FILE_OBJECT_DIR          
69048           MemoryObject              FILE_OBJECT_DIR          
69049           MemoryObject              FILE_OBJECT_DIR          
69050           MemoryObject              FILE_OBJECT_DIR          
69051           MemoryObject              FILE_OBJECT_DIR          
69052           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69064           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69065           UnnamedPipeObject         SUBJECT_PROCESS          
69066           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69068           MemoryObject              FILE_OBJECT_DIR          
69069           MemoryObject              FILE_OBJECT_DIR          
69070           MemoryObject              FILE_OBJECT_DIR          
69071           MemoryObject              FILE_OBJECT_DIR          
69072           MemoryObject              FILE_OBJECT_DIR          
69073           MemoryObject              FILE_OBJECT_DIR          
69074           MemoryObject              FILE_OBJECT_DIR          
69075           MemoryObject              FILE_OBJECT_DIR          
69076           MemoryObject              FILE_OBJECT_DIR          
69077           MemoryObject              FILE_OBJECT_DIR          
69078           MemoryObject              FILE_OBJECT_DIR          
69100           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69185           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69276           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69368           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69460           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69520           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69535           UnnamedPipeObject         SUBJECT_PROCESS          
69639           SUBJECT_PROCESS           MemoryObject             
69653           SUBJECT_PROCESS           MemoryObject             
69682           SUBJECT_PROCESS           MemoryObject             
69685           MemoryObject              FILE_OBJECT_DIR          
69686           MemoryObject              FILE_OBJECT_DIR          
69687           MemoryObject              FILE_OBJECT_DIR          
69688           MemoryObject              FILE_OBJECT_DIR          
69689           MemoryObject              FILE_OBJECT_DIR          
69690           MemoryObject              FILE_OBJECT_DIR          
69691           MemoryObject              FILE_OBJECT_DIR          
69692           MemoryObject              FILE_OBJECT_DIR          
69693           MemoryObject              FILE_OBJECT_DIR          
69694           MemoryObject              FILE_OBJECT_DIR          
69695           MemoryObject              FILE_OBJECT_DIR          
69696           SUBJECT_PROCESS           FILE_OBJECT_DIR          
69780           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69872           SUBJECT_PROCESS           FILE_OBJECT_FILE         
69964           SUBJECT_PROCESS           FILE_OBJECT_FILE         
70055           SUBJECT_PROCESS           FILE_OBJECT_FILE         
70148           SUBJECT_PROCESS           FILE_OBJECT_FILE         
70201           MemoryObject              FILE_OBJECT_DIR          
70202           MemoryObject              FILE_OBJECT_DIR          
70203           MemoryObject              FILE_OBJECT_DIR          
70204           MemoryObject              FILE_OBJECT_DIR          
70205           MemoryObject              FILE_OBJECT_DIR          
70206           MemoryObject              FILE_OBJECT_DIR          
70207           MemoryObject              FILE_OBJECT_DIR          
70208           MemoryObject              FILE_OBJECT_DIR          
70209           MemoryObject              FILE_OBJECT_DIR          
70210           MemoryObject              FILE_OBJECT_DIR          
70211           MemoryObject              FILE_OBJECT_DIR          
70223           FILE_OBJECT_FILE          FILE_OBJECT_DIR          
70239           MemoryObject              FILE_OBJECT_DIR          
70240           MemoryObject              FILE_OBJECT_DIR          
70241           MemoryObject              FILE_OBJECT_DIR          
70242           MemoryObject              FILE_OBJECT_DIR          
70243           MemoryObject              FILE_OBJECT_DIR          
70244           MemoryObject              FILE_OBJECT_DIR          
70245           MemoryObject              FILE_OBJECT_DIR          
70246           MemoryObject              FILE_OBJECT_DIR          
70247           MemoryObject              FILE_OBJECT_DIR          
70248           MemoryObject              FILE_OBJECT_DIR          
70249           SUBJECT_PROCESS           FILE_OBJECT_DIR          
70272           SUBJECT_PROCESS           MemoryObject             
70331           FILE_OBJECT_FILE          FILE_OBJECT_DIR          
70345           SUBJECT_PROCESS           MemoryObject             
70360           SUBJECT_PROCESS           MemoryObject             
70372           SUBJECT_PROCESS           FILE_OBJECT_DIR          
70385           MemoryObject              FILE_OBJECT_DIR          
70386           MemoryObject              FILE_OBJECT_DIR          
70387           MemoryObject              FILE_OBJECT_DIR          
70388           MemoryObject              FILE_OBJECT_DIR          
70389           MemoryObject              FILE_OBJECT_DIR          
70390           MemoryObject              FILE_OBJECT_DIR          
70391           MemoryObject              FILE_OBJECT_DIR          
70392           MemoryObject              FILE_OBJECT_DIR          
70393           MemoryObject              FILE_OBJECT_DIR          
70394           MemoryObject              FILE_OBJECT_DIR          
70396           SUBJECT_PROCESS           MemoryObject             
70402           SRCSINK_UNKNOWN           MemoryObject             
70403           FILE_OBJECT_CHAR          MemoryObject             
70404           SRCSINK_UNKNOWN           MemoryObject             
70405           SRCSINK_UNKNOWN           MemoryObject             
